"name","nsmi_code","uuid","parent_uuid"
"Contract Deeds","1620300","c9e70820-41e5-41bd-ab41-f174708cbef9","f9ed6602-983a-47d5-ad7c-38f8ca89406f"
"Cooperatives and Condominiums","1621700","884bfd58-f12c-499e-9665-41c3aae03d4c","f9ed6602-983a-47d5-ad7c-38f8ca89406f"
"Deeds","1620400","48873295-8336-4e2f-8cae-a2edf21917a8","f9ed6602-983a-47d5-ad7c-38f8ca89406f"
"Foreclosure","1670000","27f01352-42b2-467d-af97-10c7098f81ed","f9ed6602-983a-47d5-ad7c-38f8ca89406f"
"Defenses","1670300","497f5386-f60f-4555-9d6a-36e59337f57b","27f01352-42b2-467d-af97-10c7098f81ed"
"Mortgage Rescue Scams","1670400","4d47499c-63f7-4cbc-abce-815894d7cd8b","27f01352-42b2-467d-af97-10c7098f81ed"
"Other Foreclosure","1670099","0a0470cb-4a4b-4f70-90bc-152e557f5a7c","27f01352-42b2-467d-af97-10c7098f81ed"
"Redemption","1670200","50dd812c-5613-478b-9bac-94c0e195e28f","27f01352-42b2-467d-af97-10c7098f81ed"
"Reinstatement","1670100","0aa8ceb3-08d4-4499-af76-59b620a03311","27f01352-42b2-467d-af97-10c7098f81ed"
"Home Equity Conversion/Reverse Mortgage","1620600","2d27dccb-4025-4774-b0c1-9d2a5f72d178","f9ed6602-983a-47d5-ad7c-38f8ca89406f"
"HUD-Insured Mortgages","1620700","08f419c4-5721-4ebe-9ba0-4aa69dd42c85","f9ed6602-983a-47d5-ad7c-38f8ca89406f"
"Installment Contracts/Bond for Deed","1620650","31513b01-869f-4777-809b-39cb9044bfc2","f9ed6602-983a-47d5-ad7c-38f8ca89406f"
"Liens","1620800","b8859b3f-ddb5-4f52-9217-2d8c7d9a5d1a","f9ed6602-983a-47d5-ad7c-38f8ca89406f"
"Mobile Home Issues","1650000","f7655dc6-c453-42a1-980c-0c0436df6ba1","f9ed6602-983a-47d5-ad7c-38f8ca89406f"
"Client-Owned in Mobile Home Park","1650100","fb85038d-476d-4a93-b3b5-6db30c2c1a45","f7655dc6-c453-42a1-980c-0c0436df6ba1"
"Client-Owned on Private Land","1650200","82ff4c2e-1440-4964-a017-4d48b22e42ee","f7655dc6-c453-42a1-980c-0c0436df6ba1"
"Other Mobile Home Issues","1650300","ad110bf9-d881-4911-b7a9-ecff84b75554","f7655dc6-c453-42a1-980c-0c0436df6ba1"
"Rental in Mobile Home Park","1650400","28855c87-08d4-4346-85ce-4ea385fa1f21","f7655dc6-c453-42a1-980c-0c0436df6ba1"
"Mortgages","1621201","715baa17-c078-43d5-9595-47d2cda30ce3","f9ed6602-983a-47d5-ad7c-38f8ca89406f"
"Other Federally-Subsizided Mortgages","1622100","55a9717a-6cde-4437-a60d-57f267b929ae","f9ed6602-983a-47d5-ad7c-38f8ca89406f"
"Other Homeownership","1620199","95bbe85d-0382-4d01-a390-d4cfb3051e5d","f9ed6602-983a-47d5-ad7c-38f8ca89406f"
"Partition","1621000","ab25d56b-bf1d-487a-aa70-6e40bf03644d","f9ed6602-983a-47d5-ad7c-38f8ca89406f"
"Property Taxes","1620500","986b494e-8555-4a90-91cb-d68dbb9df147","f9ed6602-983a-47d5-ad7c-38f8ca89406f"
"Title","1621100","bfa85dd1-a4c6-422c-80d9-240e17051098","f9ed6602-983a-47d5-ad7c-38f8ca89406f"
"Landlord/Tenant (Non-Federal Housing Programs)","1630100","e1ab40b8-cf1e-4bff-a62d-10eee2755469","cdb95775-dcc9-4f14-a692-bbc443f0ad6f"
"Code Compliance","1630200","b274a9c7-3add-411e-96e8-2d4563924733","e1ab40b8-cf1e-4bff-a62d-10eee2755469"
"Evictions","1630300","946e2b79-62d7-4e78-a191-9f890067a8b8","e1ab40b8-cf1e-4bff-a62d-10eee2755469"
"Claim of Title Defense","1630311","32981e26-c377-4b67-a089-4fd6c2e94f39","946e2b79-62d7-4e78-a191-9f890067a8b8"
"Constructive Eviction","1630303","452549c4-6bc8-49aa-960f-0471e6e6d537","946e2b79-62d7-4e78-a191-9f890067a8b8"
"Defendant","1630302","0a8dba13-0757-4c12-8d61-01decdb4e4a7","946e2b79-62d7-4e78-a191-9f890067a8b8"
"Expungement","1630306","118a3891-8b25-4caa-8b82-821e4b0ad568","946e2b79-62d7-4e78-a191-9f890067a8b8"
"Guardian Ad Litem","1630307","f117add5-021b-4372-a675-edda00880903","946e2b79-62d7-4e78-a191-9f890067a8b8"
"Holdover Proceedings","1630308","b8f2552b-eead-4297-a8f8-a140369bd86c","946e2b79-62d7-4e78-a191-9f890067a8b8"
"Jurisdiction","1630309","8a24dc9f-39a5-45eb-b915-0964a7aff56a","946e2b79-62d7-4e78-a191-9f890067a8b8"
"Jury Trials/Appeals","1630312","9c80a9e4-a4a8-4b32-8535-34347646b57c","946e2b79-62d7-4e78-a191-9f890067a8b8"
"Nonpayment Proceedings","1630310","57961b88-fd67-4794-b179-b8791965435c","946e2b79-62d7-4e78-a191-9f890067a8b8"
"Notice Defense","1630313","7721597a-e303-482c-a2ef-1443c6209051","946e2b79-62d7-4e78-a191-9f890067a8b8"
"Other Eviction","1630399","9ca99f3b-0b03-454c-b8ba-2f44110a5ac8","946e2b79-62d7-4e78-a191-9f890067a8b8"
"Plaintiff","1630301","4b16ff3b-0d43-41bb-8b4f-2b6038aabd0b","946e2b79-62d7-4e78-a191-9f890067a8b8"
"Procedural Defenses","1630304","c642ab47-fc13-46ef-b8c6-ca5ab9cd235f","946e2b79-62d7-4e78-a191-9f890067a8b8"
"Reasonable Accommodation Defense","1630314","c2e67810-a8be-47c2-ad4d-99cc44e49e05","946e2b79-62d7-4e78-a191-9f890067a8b8"
"Retaliatory Eviction","1630305","bd08f4bf-51cb-41cc-85cd-2e86dfdba9a9","946e2b79-62d7-4e78-a191-9f890067a8b8"
"Set Aside Forcible Entry & Detainer (FED)","1630315","ad81396a-9e4f-4221-acb1-7791a371384f","946e2b79-62d7-4e78-a191-9f890067a8b8"
"Warranty of Habitibility Defense","1630316","72be3974-d051-4746-86cf-5bcbbd5a96db","946e2b79-62d7-4e78-a191-9f890067a8b8"
"Excess Charges/Late Charges","1630400","80fd3086-8053-4d8e-9021-0921d755ddce","e1ab40b8-cf1e-4bff-a62d-10eee2755469"
"Landlord Mortgage Foreclosure and Bankruptcy","1631500","a014cb25-c230-4a5e-bd9d-106359981027","e1ab40b8-cf1e-4bff-a62d-10eee2755469"
"Leases","1630500","b9119275-97bc-4b51-8991-c58b5ea809ac","e1ab40b8-cf1e-4bff-a62d-10eee2755469"
"Lockouts","1630600","7191feb1-be03-4ce4-be3f-438f2aa23189","e1ab40b8-cf1e-4bff-a62d-10eee2755469"
"Other Landlord/Tenant","1630099","3f372131-eff3-4f5b-95d3-32e214432239","e1ab40b8-cf1e-4bff-a62d-10eee2755469"
"Quiet Enjoyment","1630700","402ac28e-ee13-4c0d-a22a-ed4d3e5161b4","e1ab40b8-cf1e-4bff-a62d-10eee2755469"
"Rent/Rent Control","1630800","cdd7b9ba-fffd-49cd-b127-f8833ee9848c","e1ab40b8-cf1e-4bff-a62d-10eee2755469"
"Agency Practice","1630805","c0a5ef08-fd5b-4996-af3c-8932f2374d8b","cdd7b9ba-fffd-49cd-b127-f8833ee9848c"
"Coverage","1630801","9632d634-8a20-452e-a15b-ed16dc921c5c","cdd7b9ba-fffd-49cd-b127-f8833ee9848c"
"Evictions","1630803","291b175d-5523-416f-8cf8-df49ca3c44e6","cdd7b9ba-fffd-49cd-b127-f8833ee9848c"
"Jurisdiction","1630806","3250fea9-c88f-49f9-8834-ff4af77ecdff","cdd7b9ba-fffd-49cd-b127-f8833ee9848c"
"Other","1630899","d996bd57-4e18-49a4-867a-a40bdc3bccc0","cdd7b9ba-fffd-49cd-b127-f8833ee9848c"
"Overcharge","1630802","c1e2337f-2204-49ce-bf84-4bdeaad9a21b","cdd7b9ba-fffd-49cd-b127-f8833ee9848c"
"Pets","1630804","6adcd676-eff5-4047-9805-acdd305678cd","cdd7b9ba-fffd-49cd-b127-f8833ee9848c"
"Succession Rights","1630807","e61f1e53-85d4-44f9-a8a0-6a2367ca6070","cdd7b9ba-fffd-49cd-b127-f8833ee9848c"
"Security and Damage Deposits","1630900","7b5b7867-0694-4ff1-87ae-27dac5109fdb","e1ab40b8-cf1e-4bff-a62d-10eee2755469"
"Seizure of Property/Property Detention","1631000","2f1efb3d-13b0-4495-ab17-7f31a49549fe","e1ab40b8-cf1e-4bff-a62d-10eee2755469"
"State and City Regulated","1631400","f3741b2d-a115-468e-b469-1311914fb605","e1ab40b8-cf1e-4bff-a62d-10eee2755469"
"City Regulated","1631402","93927ab0-84d5-464e-870c-515af20371ba","f3741b2d-a115-468e-b469-1311914fb605"
"HIV/AIDS","1631403","3af4cb3b-ee00-4b71-a7c4-e4aceb58cb0b","f3741b2d-a115-468e-b469-1311914fb605"
"Other","1631404","fac1e98f-2065-4d43-8069-42ae4ed770e0","f3741b2d-a115-468e-b469-1311914fb605"
"State Regulated","1631401","4964785c-bcc6-450d-895e-507ee246492a","f3741b2d-a115-468e-b469-1311914fb605"
"Tenant Participation/Tenant Organizations","1631100","22c537c5-4bf2-459e-b0a9-2084018cd420","e1ab40b8-cf1e-4bff-a62d-10eee2755469"
"Tenant Rights","1631300","c62d25b0-ef97-4aac-b41e-ea70bcf5ba81","e1ab40b8-cf1e-4bff-a62d-10eee2755469"
"Utilities\Utilities Shutoff","1070800","102261c2-774e-40e5-8d04-0296a8b52f0c","e1ab40b8-cf1e-4bff-a62d-10eee2755469"
"Warranty of Habitability","1631200","34b9c6a4-6387-4eaa-a0dd-06b52db3dbed","e1ab40b8-cf1e-4bff-a62d-10eee2755469"
"Local Rental Assistance Programs","1692100","f0bab778-ef45-4bbe-9748-3e1fff85ed67","cdb95775-dcc9-4f14-a692-bbc443f0ad6f"
"Low Income Housing Tax Credit","1621300","2021ded5-1e40-4fad-b750-588ce717747a","cdb95775-dcc9-4f14-a692-bbc443f0ad6f"
"Other Housing","1690099","95ef6c09-8d6f-4b2a-b83b-6111f736e55e","cdb95775-dcc9-4f14-a692-bbc443f0ad6f"
"Public Housing","1640000","b0a7ce5b-b16c-4960-b8fa-f5190fc5edb7","cdb95775-dcc9-4f14-a692-bbc443f0ad6f"
"Access","1642000","09710d13-1898-4c6a-81ec-29cff54fa799","b0a7ce5b-b16c-4960-b8fa-f5190fc5edb7"
"Landlord Right of Access","1642010","0cb68182-7f64-4418-adef-6a11bd7f89b1","09710d13-1898-4c6a-81ec-29cff54fa799"
"Other Access","1642099","4a18e8e4-c182-4d59-95fa-f0cc08599d83","09710d13-1898-4c6a-81ec-29cff54fa799"
"Right to Have Guests","1642020","0544bab1-4ce7-4aaa-951b-6cee933cfd51","09710d13-1898-4c6a-81ec-29cff54fa799"
"Tenant Right to Exclude","1642030","2cf2ac22-38f5-4663-8708-43d3d7130ca0","09710d13-1898-4c6a-81ec-29cff54fa799"
"Admissions","1640110","f1126633-7b28-4f6b-8cf0-a97cdfd422e8","b0a7ce5b-b16c-4960-b8fa-f5190fc5edb7"
"Eligibility","1640110","0ec694d0-2b91-49aa-be9e-c0b606563d33","f1126633-7b28-4f6b-8cf0-a97cdfd422e8"
"Immigrant Eligibility","1640120","69781b8f-dbcc-43b1-affa-1009c6e24aa0","f1126633-7b28-4f6b-8cf0-a97cdfd422e8"
"Other Admissions","1640199","542ca78c-2f5c-4da6-b88e-afec86a7aa09","f1126633-7b28-4f6b-8cf0-a97cdfd422e8"
"Preferences","1640140","a5162352-700a-41af-bf02-57f466c00a19","f1126633-7b28-4f6b-8cf0-a97cdfd422e8"
"Residency Requirements","1640150","568e13c3-fa1d-4bfe-aad8-1ec1d763e10f","f1126633-7b28-4f6b-8cf0-a97cdfd422e8"
"Selective Admissions Criteria","1640160","6f50485c-f4d2-4f24-9ea3-e2508ded2e50","f1126633-7b28-4f6b-8cf0-a97cdfd422e8"
"Demolition","1640200","8844ec6f-eb69-4b3d-adb9-66a43f8f3447","b0a7ce5b-b16c-4960-b8fa-f5190fc5edb7"
"Evictions","1640300","dd8a6318-3ee2-49b5-9a9d-940892936a4f","b0a7ce5b-b16c-4960-b8fa-f5190fc5edb7"
"Other Evictions","1640399","a9ea6d98-e8b6-4a8d-917a-0de72a1287c4","dd8a6318-3ee2-49b5-9a9d-940892936a4f"
"Public Housing-Notice and Other Procedural Defenses","1640310","256705f9-272a-4932-811f-7fc8c7f0f7ca","dd8a6318-3ee2-49b5-9a9d-940892936a4f"
"Public Housing-Other Substantive Defenses","1640320","8c952987-5584-4f61-b830-1d53c8d11847","dd8a6318-3ee2-49b5-9a9d-940892936a4f"
"Public Housing-Reasonable Accommodation Defense","1640330","4569c7fe-e175-4bd6-9414-774795c021c8","dd8a6318-3ee2-49b5-9a9d-940892936a4f"
"Public Housing-Warranty of Habitability Defense","1640340","5a198af1-aecc-46b8-943d-14d26d90ef1f","dd8a6318-3ee2-49b5-9a9d-940892936a4f"
"Hope VI Program","1640400","e195afe4-7675-4b04-a31e-ef8aa44d1440","b0a7ce5b-b16c-4960-b8fa-f5190fc5edb7"
"Individual Tenant Rents","1640500","481e5baf-59a6-4aad-999d-4a74b1d3ef04","b0a7ce5b-b16c-4960-b8fa-f5190fc5edb7"
"Ceiling Rents","1640510","6c421bf7-1f7a-4bb9-b0f7-aa8914c0fff6","481e5baf-59a6-4aad-999d-4a74b1d3ef04"
"Definition of Annual Income","1640520","f2168c38-5d8d-44c0-87b7-63e9ad3de82e","481e5baf-59a6-4aad-999d-4a74b1d3ef04"
"Definition of Rent","1640530","075f632f-61c1-425d-804c-5f5a97c3e00a","481e5baf-59a6-4aad-999d-4a74b1d3ef04"
"Income Disregards","1640540","4433b44d-da5c-4e3c-8a79-63c39444fbf7","481e5baf-59a6-4aad-999d-4a74b1d3ef04"
"Other Rent","1640599","1040da5c-1531-4338-a459-18c23060dff8","481e5baf-59a6-4aad-999d-4a74b1d3ef04"
"Utility Allowances","1640550","0f73afd8-7dc2-43b4-9429-f6d61a1c0895","481e5baf-59a6-4aad-999d-4a74b1d3ef04"
"Other Public Housing","1640099","73c969c5-a479-495f-ac5d-af9c14994e77","b0a7ce5b-b16c-4960-b8fa-f5190fc5edb7"
"Project-Wide Rent Increases","1641100","60544d90-a216-47dc-af20-bb5d555fcebf","b0a7ce5b-b16c-4960-b8fa-f5190fc5edb7"
"Quality Standards","1641200","4e726a6c-be90-4b54-bc6e-2c34c4681c97","b0a7ce5b-b16c-4960-b8fa-f5190fc5edb7"
"Relocation","1641300","465cc11f-653d-4ad7-abab-c0e06de2975e","b0a7ce5b-b16c-4960-b8fa-f5190fc5edb7"
"Section 3","1641600","81dfe423-52bd-488f-9a5f-53c056874198","b0a7ce5b-b16c-4960-b8fa-f5190fc5edb7"
"Security","1640600","cfa5f893-5843-442a-8d6b-c7b7d8d4620c","b0a7ce5b-b16c-4960-b8fa-f5190fc5edb7"
"Security Charges","1640610","deedcc2c-46b5-4fbb-af36-750ad7f41774","b0a7ce5b-b16c-4960-b8fa-f5190fc5edb7"
"Site Selection","1640700","5db9465d-d0e0-475f-b57d-871daf3a4ac2","b0a7ce5b-b16c-4960-b8fa-f5190fc5edb7"
"Tenant Participation/Tenant Organizations","1640800","f0c99830-efa0-4209-8e78-a044ae70b55e","b0a7ce5b-b16c-4960-b8fa-f5190fc5edb7"
"Utility Charges","1640900","468e3ce9-4282-4ecf-b9a3-7deb7197fcd9","b0a7ce5b-b16c-4960-b8fa-f5190fc5edb7"
"Receiverships","1691000","57d8c2a2-4bcc-4232-88b4-4fd48e4bac93","cdb95775-dcc9-4f14-a692-bbc443f0ad6f"
"Redlining","1621500","4e6fca73-a9d5-498d-b859-13a7b628fe1d","cdb95775-dcc9-4f14-a692-bbc443f0ad6f"
"Single Room Occupancy Housing","1690800","4be7f4e5-4aa9-4e4a-93eb-ddf4aedb3394","cdb95775-dcc9-4f14-a692-bbc443f0ad6f"
"State Rental Assistance Programs","1692000","41484809-1fcf-4b5c-b285-6a4e0ff530bf","cdb95775-dcc9-4f14-a692-bbc443f0ad6f"
"Tax Abatements","1621400","a35b1a9b-095f-4694-8360-26b1fb23e234","cdb95775-dcc9-4f14-a692-bbc443f0ad6f"
"Utility Receiverships","1691100","370d898e-50bf-4c77-bb41-55ea39063364","cdb95775-dcc9-4f14-a692-bbc443f0ad6f"
"Zoning","1691200","4f394b04-1c76-42e3-a31a-1217475669d0","cdb95775-dcc9-4f14-a692-bbc443f0ad6f"
"Human Rights","2320000","f533d7b5-7d0b-4ac8-8b82-5ae109f7aa7b",""
"Alien Tort Claims Act","2320100","f471edb4-7667-455b-ae7a-ce1b8df4af9e","f533d7b5-7d0b-4ac8-8b82-5ae109f7aa7b"
"Liability Reform (Wesfall) Act","2320110","ee699923-13e5-43b8-a5dc-87c7422150ab","f471edb4-7667-455b-ae7a-ce1b8df4af9e"
"Other Alien Tort Claims Act","2320199","ef627409-a3cf-4f28-b985-c2ae822062aa","f471edb4-7667-455b-ae7a-ce1b8df4af9e"
"Qualified Immunity","2320120","7d97653f-f2cc-4a38-964c-fbba2d94f3c7","f471edb4-7667-455b-ae7a-ce1b8df4af9e"
"Sovereign Immunity","2320130","d60e4a47-95c2-40f0-95e3-8abb06e436fd","f471edb4-7667-455b-ae7a-ce1b8df4af9e"
"Third-Party Liability","2320140","e020173a-f17e-4b5a-8f61-d6453073da22","f471edb4-7667-455b-ae7a-ce1b8df4af9e"
"Criminal Justice","2320200","d171f204-7bfa-45c6-b5f3-f6f4d4e723ec","f533d7b5-7d0b-4ac8-8b82-5ae109f7aa7b"
"Cruel and Unusual Punishment","2320210","6e8ddbed-4937-4281-b490-2b4f9709ec6a","d171f204-7bfa-45c6-b5f3-f6f4d4e723ec"
"Extradition","2320220","13e29749-3eac-400b-915d-cc664697bb86","d171f204-7bfa-45c6-b5f3-f6f4d4e723ec"
"Other Criminal Justice","2320299","6a23be30-4e05-4720-9f4e-cbfe293d13f6","d171f204-7bfa-45c6-b5f3-f6f4d4e723ec"
"Customary International Law","2320300","93b46373-9f0c-4f58-8e72-dc8e6e73c574","f533d7b5-7d0b-4ac8-8b82-5ae109f7aa7b"
"Cause of Action/CIL","2320310","93a17712-ec13-4062-8e31-5561b572e1a3","93b46373-9f0c-4f58-8e72-dc8e6e73c574"
"Other Customary International Law","2320399","606391c2-4619-46b5-a85a-80edb570ebe8","93b46373-9f0c-4f58-8e72-dc8e6e73c574"
"Economic and Cultural Rights","2321400","d8052cfd-b54b-48aa-80a7-fd8e2cd7b594","f533d7b5-7d0b-4ac8-8b82-5ae109f7aa7b"
"Family Integrity","2320400","b53c1820-b988-4b98-aebb-65fcf673aceb","f533d7b5-7d0b-4ac8-8b82-5ae109f7aa7b"
"Government Accountability","2320500","8851f71c-8ea1-498f-94dd-a7e1fb7f5b35","f533d7b5-7d0b-4ac8-8b82-5ae109f7aa7b"
"Human Rights Violations","2320600","ce78e8c6-b009-4e1f-8bec-9a6699b6be7e","f533d7b5-7d0b-4ac8-8b82-5ae109f7aa7b"
"Arbitrary Detention","2320610","07b004b0-9583-419f-a213-0e1e3f0144d6","ce78e8c6-b009-4e1f-8bec-9a6699b6be7e"
"Cruel","2320620","e96b304b-57c6-4ed6-aa62-b31515953f67","ce78e8c6-b009-4e1f-8bec-9a6699b6be7e"
"Disappearance","2320630","803a1238-98fc-44a1-bc85-71ce11057acb","ce78e8c6-b009-4e1f-8bec-9a6699b6be7e"
"Forced Labor","2320640","053ba2e9-f1a0-4569-9fce-508cad4edcae","ce78e8c6-b009-4e1f-8bec-9a6699b6be7e"
"Other Human Rights Violations","2320699","5653afb9-e4a0-4bb9-be5b-64a9b2d72b97","ce78e8c6-b009-4e1f-8bec-9a6699b6be7e"
"Summary Execution","2320650","3700b4ac-0245-407d-b25e-dee9789b4f01","ce78e8c6-b009-4e1f-8bec-9a6699b6be7e"
"Torture","2320660","af023f5d-b9cc-4309-8da8-9ffa01de6e68","ce78e8c6-b009-4e1f-8bec-9a6699b6be7e"
"Immigration & Immigrants Rights","2320700","c751200d-704d-42c4-8b24-2e1b6856e3ff","f533d7b5-7d0b-4ac8-8b82-5ae109f7aa7b"
"Labor and Employment","2320710","aac0590c-b101-4eed-94a5-46880578b784","c751200d-704d-42c4-8b24-2e1b6856e3ff"
"Other Immigration & Immigrants Rights","2320799","c10956d6-1b43-4f50-a0bd-a2bf6aebb505","c751200d-704d-42c4-8b24-2e1b6856e3ff"
"Right to Consular Notification","2320720","d9bbc096-38cd-46af-8b41-c9c3198981db","c751200d-704d-42c4-8b24-2e1b6856e3ff"
"Standards of Treatment","2320730","eebcfbf8-5390-4099-813a-e4556d41fef6","c751200d-704d-42c4-8b24-2e1b6856e3ff"
"Indigenous Rights","2320800","17b7dd8a-706a-4769-8815-9f6bed750eb9","f533d7b5-7d0b-4ac8-8b82-5ae109f7aa7b"
"Children's Rights","2320810","78b243c5-89c8-4251-9c98-8005c2b9a30a","17b7dd8a-706a-4769-8815-9f6bed750eb9"
"Collective Rights","2320820","1e8e4f2f-365b-41e4-b8b9-6162e7ccc6dc","17b7dd8a-706a-4769-8815-9f6bed750eb9"
"Criminal Jurisdiction","2320830","279ac6f2-fe8e-4073-85c6-fba3f78234a0","17b7dd8a-706a-4769-8815-9f6bed750eb9"
"Doctrine of Discovery","2320840","b6e7a356-6add-4342-836b-c6ad51706c73","17b7dd8a-706a-4769-8815-9f6bed750eb9"
"Environment","2320850","16d21eba-691d-4801-98f3-134ef3870b4d","17b7dd8a-706a-4769-8815-9f6bed750eb9"
"Environmental Justice","2320860","8fddcfd9-ebeb-4029-89b9-03a420cbeeef","17b7dd8a-706a-4769-8815-9f6bed750eb9"
"Genocide","2320870","0d120a62-9fc9-431f-a03f-22616e7ffb97","17b7dd8a-706a-4769-8815-9f6bed750eb9"
"International Borders","2320890","7b057084-6dd0-4ae1-aa43-f136ffbddb6b","17b7dd8a-706a-4769-8815-9f6bed750eb9"
"International Human Rights Mechanism","2320880","f42e2c8b-e643-4149-aded-ed4626ef14c1","17b7dd8a-706a-4769-8815-9f6bed750eb9"
"Land and Natural Resources","2320815","d558766f-81ac-4be2-9480-4c1319b98649","17b7dd8a-706a-4769-8815-9f6bed750eb9"
"Other Indigenous Rights","2320899","e5dd51a2-f18a-44eb-ae0e-afb28b344969","17b7dd8a-706a-4769-8815-9f6bed750eb9"
"Political Imprisonment","2320825","8e22ed91-5ea4-4227-a4e5-584ba4781fcf","17b7dd8a-706a-4769-8815-9f6bed750eb9"
"Racial Discrimination","2320835","aa5cf2ec-1df5-42af-91fa-bfcae981eee6","17b7dd8a-706a-4769-8815-9f6bed750eb9"
"Recognition","2320845","592f8774-85e9-44c5-91a4-16f8f05eb063","17b7dd8a-706a-4769-8815-9f6bed750eb9"
"Sacred Site Desecration/Religious Rights","2320855","96365450-98c9-41fc-adee-5a2ca0b20d63","17b7dd8a-706a-4769-8815-9f6bed750eb9"
"Self-Determination","2320865","5c425e79-f17a-4f7e-8b77-9ef3d31e1213","17b7dd8a-706a-4769-8815-9f6bed750eb9"
"Sovereignty","2320875","fc7da002-264a-42de-a74e-d9c3ac15ea5f","17b7dd8a-706a-4769-8815-9f6bed750eb9"
"Treaties","2320885","c05489ba-9ff9-44bb-b04e-5ef7a41a270f","17b7dd8a-706a-4769-8815-9f6bed750eb9"
"Western Shoshone Dann sisters","2320895","63ae06b0-767a-448b-a657-3156cf1d6cd6","17b7dd8a-706a-4769-8815-9f6bed750eb9"
"Juvenile Justice","2320900","ae8acea7-fa9c-4eda-a30d-abdaab76f5ed","f533d7b5-7d0b-4ac8-8b82-5ae109f7aa7b"
"Death Penalty","2310800","f32617be-f2ab-47f7-87fc-2e8d58958249","ae8acea7-fa9c-4eda-a30d-abdaab76f5ed"
"Juvenile Detention","2320910","f494d23e-c7fd-4563-bbbf-a69a9b7be25d","ae8acea7-fa9c-4eda-a30d-abdaab76f5ed"
"Other Juvenile Justice","2320999","1ea4c080-4f8e-4203-af62-6f491f3d73cb","ae8acea7-fa9c-4eda-a30d-abdaab76f5ed"
"Sentencing","2320920","7500e8af-8889-4202-b3b3-4d67d2507b24","ae8acea7-fa9c-4eda-a30d-abdaab76f5ed"
"Standards of Treatment","2320930","ac497368-98e0-4578-b271-b12ca0f7d83f","ae8acea7-fa9c-4eda-a30d-abdaab76f5ed"
"Non-Discrimination","2321100","0623fbce-ed61-466b-ade9-ad33cbe63286","f533d7b5-7d0b-4ac8-8b82-5ae109f7aa7b"
"Affirmative Action","1210100","81029903-1608-471b-a6f4-aee5d57deba8","0623fbce-ed61-466b-ade9-ad33cbe63286"
"Disability","2321110","e58d4e6d-5252-47ad-9e8a-c408d9f8e88b","0623fbce-ed61-466b-ade9-ad33cbe63286"
"Gender","2321120","737759e9-91a7-455d-a35e-5862eae1ccbc","0623fbce-ed61-466b-ade9-ad33cbe63286"
"Other","2321199","1975aeec-6516-416a-b905-a69f225412dc","0623fbce-ed61-466b-ade9-ad33cbe63286"
"Race","2321130","3b283158-4bda-4ac8-9cf9-1667b49af882","0623fbce-ed61-466b-ade9-ad33cbe63286"
"Sexual Orientation","2321140","8e703838-509d-4976-ad03-f1bea8e16088","0623fbce-ed61-466b-ade9-ad33cbe63286"
"Non-Governmental Agencies","2321000","26a797a4-b2b2-4188-8ab5-1b6ec7509c87","f533d7b5-7d0b-4ac8-8b82-5ae109f7aa7b"
"Other Human Rights","2320099","f7757289-e645-4e9e-a8d3-1c6f48bff88e","f533d7b5-7d0b-4ac8-8b82-5ae109f7aa7b"
"Relationship Between International and Domestic Law","2321200","8bd27dae-cf7f-4b53-95e8-fbc72e74e16f","f533d7b5-7d0b-4ac8-8b82-5ae109f7aa7b"
"Rights of the Child","2321300","1c963e87-8b6a-4bd2-a129-9774888f8f05","f533d7b5-7d0b-4ac8-8b82-5ae109f7aa7b"
"Custody","2321310","beaeedba-77b1-47bd-be73-956335dde60e","1c963e87-8b6a-4bd2-a129-9774888f8f05"
"Education","2321320","e33bfb97-234f-41e6-9427-8e6090d5bfb5","1c963e87-8b6a-4bd2-a129-9774888f8f05"
"Other Rights of the Child","2321330","16a9ed0c-582e-4747-80fc-36ca715de04f","1c963e87-8b6a-4bd2-a129-9774888f8f05"
"Statutory Interpretation","2321500","ecd8faa5-696b-4efe-a6ad-dba53d47b5ee","f533d7b5-7d0b-4ac8-8b82-5ae109f7aa7b"
"Torture Victims Protection Act","2321600","9e4ef4d3-d333-4fc6-b5be-47a48ec4a605","f533d7b5-7d0b-4ac8-8b82-5ae109f7aa7b"
"Defenses","2321610","d1434c7d-bc5a-42ed-99fe-c4a34a530571","9e4ef4d3-d333-4fc6-b5be-47a48ec4a605"
"Other Torture Victims Protection Act","2321699","be52151d-1746-4951-b42b-9ddcaa431d01","9e4ef4d3-d333-4fc6-b5be-47a48ec4a605"
"Scope of Liability","2321620","db4b931e-ff78-4694-b34f-5f7914bfe19b","9e4ef4d3-d333-4fc6-b5be-47a48ec4a605"
"Tribal Rights","2321700","bcdc1447-0914-40d6-bc0a-ace4a17f8def","f533d7b5-7d0b-4ac8-8b82-5ae109f7aa7b"
"U.S. Treaty Obligations","2321800","53e49fa4-6b47-4678-8b19-fede02310f51","f533d7b5-7d0b-4ac8-8b82-5ae109f7aa7b"
"Adminstrative Procedure Act","2321810","b2510a0c-15ec-4968-9ba5-f9f68255f61e","53e49fa4-6b47-4678-8b19-fede02310f51"
"Cause of Action/Treaty","2321820","8756f0e6-8c51-4a40-b318-4c6c2e590738","53e49fa4-6b47-4678-8b19-fede02310f51"
"Compliance","2321830","b6ae10ab-55aa-44e2-b904-45bfa0716c66","53e49fa4-6b47-4678-8b19-fede02310f51"
