parent_url,parent_rfp_title,file_url,file_basename,file_media_base_name,media_label,field_tags,field_document_type,field_category,delta
https://www.courts.ca.gov/75688.htm,Pretrial Release Policies and Practices for Judicial Officers RFP# CRS-SP-404,https://www.courts.ca.gov/documents/CRS-SP-404-Attachment-6-Conflict-of-Interest-Certification-form.docx,CRS-SP-404-Attachment-6-Conflict-of-Interest-Certification-form.docx,Conflict of Interest Certification Form,CRS-SP-404-Attachment-6-Conflict-of-Interest-Certification-form.docx - Pretrial Release Policies and Practices for Judicial Officers RFP# CRS-SP-404 - Conflict of Interest Certification Form,2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75688.htm,Pretrial Release Policies and Practices for Judicial Officers RFP# CRS-SP-404,https://www.courts.ca.gov/documents/CRS-SP-404-Cancellation.pdf,CRS-SP-404-Cancellation.pdf,Cancellation Notice,CRS-SP-404-Cancellation.pdf - Pretrial Release Policies and Practices for Judicial Officers RFP# CRS-SP-404 - Cancellation Notice,2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75688.htm,Pretrial Release Policies and Practices for Judicial Officers RFP# CRS-SP-404,https://www.courts.ca.gov/documents/CRS-SP-404-RFP-Hotel-FULL-SERVICE-Revision_1.pdf,CRS-SP-404-RFP-Hotel-FULL-SERVICE-Revision_1.pdf,Request for Proposal,CRS-SP-404-RFP-Hotel-FULL-SERVICE-Revision_1.pdf - Pretrial Release Policies and Practices for Judicial Officers RFP# CRS-SP-404 - Request for Proposal,2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75698.htm,"Bindery Maintenance Services, LSS-2023-16-SB",https://www.courts.ca.gov/documents/LSS-2023-16-SB-Attachment-1-Administrative-Rules-Governing.pdf,LSS-2023-16-SB-Attachment-1-Administrative-Rules-Governing.pdf,Attachment 1 Administrative Rules Governing RFPs (Non IT Services),"LSS-2023-16-SB-Attachment-1-Administrative-Rules-Governing.pdf - Bindery Maintenance Services, LSS-2023-16-SB - Attachment 1 Administrative Rules Governing RFPs (Non IT Services)",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75698.htm,"Bindery Maintenance Services, LSS-2023-16-SB",https://www.courts.ca.gov/documents/LSS-2023-16-SB-Attachment-10-Conflict-of-Interest.pdf,LSS-2023-16-SB-Attachment-10-Conflict-of-Interest.pdf,Attachment 10 Conflict of Interest Form,"LSS-2023-16-SB-Attachment-10-Conflict-of-Interest.pdf - Bindery Maintenance Services, LSS-2023-16-SB - Attachment 10 Conflict of Interest Form",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75698.htm,"Bindery Maintenance Services, LSS-2023-16-SB",https://www.courts.ca.gov/documents/LSS-2023-16-SB-Attachment-11-Reference-Form.docx,LSS-2023-16-SB-Attachment-11-Reference-Form.docx,Attachment 11 Reference Form,"LSS-2023-16-SB-Attachment-11-Reference-Form.docx - Bindery Maintenance Services, LSS-2023-16-SB - Attachment 11 Reference Form",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75698.htm,"Bindery Maintenance Services, LSS-2023-16-SB",https://www.courts.ca.gov/documents/LSS-2023-16-SB-Attachment-2-Standard-Agreement.docx,LSS-2023-16-SB-Attachment-2-Standard-Agreement.docx,Attachment 2 JUDICIAL COUNCIL Standard Terms and Conditions,"LSS-2023-16-SB-Attachment-2-Standard-Agreement.docx - Bindery Maintenance Services, LSS-2023-16-SB - Attachment 2 JUDICIAL COUNCIL Standard Terms and Conditions",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75698.htm,"Bindery Maintenance Services, LSS-2023-16-SB",https://www.courts.ca.gov/documents/LSS-2023-16-SB-Attachment-3-Proposers-Acceptance-of-Terms-and-Cond.docx,LSS-2023-16-SB-Attachment-3-Proposers-Acceptance-of-Terms-and-Cond.docx,Attachment 3 Proposer’s Acceptance of Terms and Conditions,"LSS-2023-16-SB-Attachment-3-Proposers-Acceptance-of-Terms-and-Cond.docx - Bindery Maintenance Services, LSS-2023-16-SB - Attachment 3 Proposer’s Acceptance of Terms and Conditions",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75698.htm,"Bindery Maintenance Services, LSS-2023-16-SB",https://www.courts.ca.gov/documents/LSS-2023-16-SB-Attachment-4-General-Certifications-Form.docx,LSS-2023-16-SB-Attachment-4-General-Certifications-Form.docx,Attachment 4 General Certifications Form,"LSS-2023-16-SB-Attachment-4-General-Certifications-Form.docx - Bindery Maintenance Services, LSS-2023-16-SB - Attachment 4 General Certifications Form",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75698.htm,"Bindery Maintenance Services, LSS-2023-16-SB",https://www.courts.ca.gov/documents/LSS-2023-16-SB-Attachment-5-Darfur.docx,LSS-2023-16-SB-Attachment-5-Darfur.docx,Attachment 5 Darfur Contracting Act Certification,"LSS-2023-16-SB-Attachment-5-Darfur.docx - Bindery Maintenance Services, LSS-2023-16-SB - Attachment 5 Darfur Contracting Act Certification",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75698.htm,"Bindery Maintenance Services, LSS-2023-16-SB",https://www.courts.ca.gov/documents/LSS-2023-16-SB-Attachment-6A-STD204.pdf,LSS-2023-16-SB-Attachment-6A-STD204.pdf,Attachment 6A Payee Data Record Form (STD 204),"LSS-2023-16-SB-Attachment-6A-STD204.pdf - Bindery Maintenance Services, LSS-2023-16-SB - Attachment 6A Payee Data Record Form (STD 204)",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75698.htm,"Bindery Maintenance Services, LSS-2023-16-SB",https://www.courts.ca.gov/documents/LSS-2023-16-SB-Attachment-6B-STD205.pdf,LSS-2023-16-SB-Attachment-6B-STD205.pdf,Attachment 6B Payee Data Record Form (STD 205),"LSS-2023-16-SB-Attachment-6B-STD205.pdf - Bindery Maintenance Services, LSS-2023-16-SB - Attachment 6B Payee Data Record Form (STD 205)",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75698.htm,"Bindery Maintenance Services, LSS-2023-16-SB",https://www.courts.ca.gov/documents/LSS-2023-16-SB-Attachment-7-UNRUH.pdf,LSS-2023-16-SB-Attachment-7-UNRUH.pdf,Attachment 7 Unruh and FEHA Certification,"LSS-2023-16-SB-Attachment-7-UNRUH.pdf - Bindery Maintenance Services, LSS-2023-16-SB - Attachment 7 Unruh and FEHA Certification",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75698.htm,"Bindery Maintenance Services, LSS-2023-16-SB",https://www.courts.ca.gov/documents/LSS-2023-16-SB-Attachment-8-Bidder-Declaration.docx,LSS-2023-16-SB-Attachment-8-Bidder-Declaration.docx,Attachment 8 Bidder Declaration,"LSS-2023-16-SB-Attachment-8-Bidder-Declaration.docx - Bindery Maintenance Services, LSS-2023-16-SB - Attachment 8 Bidder Declaration",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75698.htm,"Bindery Maintenance Services, LSS-2023-16-SB",https://www.courts.ca.gov/documents/LSS-2023-16-SB-Attachment-9-DVBE-Declaration.docx,LSS-2023-16-SB-Attachment-9-DVBE-Declaration.docx,Attachment 9 DVBE Declaration,"LSS-2023-16-SB-Attachment-9-DVBE-Declaration.docx - Bindery Maintenance Services, LSS-2023-16-SB - Attachment 9 DVBE Declaration",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75698.htm,"Bindery Maintenance Services, LSS-2023-16-SB",https://www.courts.ca.gov/documents/LSS-2023-16-SB-Bindery-Maintenance-Services_RFP.docx,LSS-2023-16-SB-Bindery-Maintenance-Services_RFP.docx,Request for Proposal,"LSS-2023-16-SB-Bindery-Maintenance-Services_RFP.docx - Bindery Maintenance Services, LSS-2023-16-SB - Request for Proposal",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75698.htm,"Bindery Maintenance Services, LSS-2023-16-SB",https://www.courts.ca.gov/documents/RFP-LSS-2023-16-SB_Bindery-Maintenance-QA-Answers.pdf,RFP-LSS-2023-16-SB_Bindery-Maintenance-QA-Answers.pdf,Question & Answer,"RFP-LSS-2023-16-SB_Bindery-Maintenance-QA-Answers.pdf - Bindery Maintenance Services, LSS-2023-16-SB - Question & Answer",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75698.htm,"Bindery Maintenance Services, LSS-2023-16-SB",https://www.courts.ca.gov/documents/RFP-LSS-2023-16-SB-Notice-of-Cancellation.pdf,RFP-LSS-2023-16-SB-Notice-of-Cancellation.pdf,Notice of Cancellation,"RFP-LSS-2023-16-SB-Notice-of-Cancellation.pdf - Bindery Maintenance Services, LSS-2023-16-SB - Notice of Cancellation",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75700.htm,"Adobe License and Maintenance Renewal, IFB-IT23-151RB",https://www.courts.ca.gov/documents/IFB-IT23-151RB-Adobe_Acrobat_Renewal.pdf,IFB-IT23-151RB-Adobe_Acrobat_Renewal.pdf,IT23-151RB-IFB,"IFB-IT23-151RB-Adobe_Acrobat_Renewal.pdf - Adobe License and Maintenance Renewal, IFB-IT23-151RB - IT23-151RB-IFB",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75700.htm,"Adobe License and Maintenance Renewal, IFB-IT23-151RB",https://www.courts.ca.gov/documents/IFB-IT23-151RB-Answers-to-Questions.pdf,IFB-IT23-151RB-Answers-to-Questions.pdf,Answers to Questions,"IFB-IT23-151RB-Answers-to-Questions.pdf - Adobe License and Maintenance Renewal, IFB-IT23-151RB - Answers to Questions",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75700.htm,"Adobe License and Maintenance Renewal, IFB-IT23-151RB",https://www.courts.ca.gov/documents/IFB-IT23-151RB-Attach-1-Admin-Rules.pdf,IFB-IT23-151RB-Attach-1-Admin-Rules.pdf,IT23-151RB-Attachment-1-Administrative-Rules,"IFB-IT23-151RB-Attach-1-Admin-Rules.pdf - Adobe License and Maintenance Renewal, IFB-IT23-151RB - IT23-151RB-Attachment-1-Administrative-Rules",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75700.htm,"Adobe License and Maintenance Renewal, IFB-IT23-151RB",https://www.courts.ca.gov/documents/IFB-IT23-151RB-Attach-2-General-Certs.pdf,IFB-IT23-151RB-Attach-2-General-Certs.pdf,IT23-151RB-Attachment-2-General-Certifications,"IFB-IT23-151RB-Attach-2-General-Certs.pdf - Adobe License and Maintenance Renewal, IFB-IT23-151RB - IT23-151RB-Attachment-2-General-Certifications",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75700.htm,"Adobe License and Maintenance Renewal, IFB-IT23-151RB",https://www.courts.ca.gov/documents/IFB-IT23-151RB-Attach-3-std204.pdf,IFB-IT23-151RB-Attach-3-std204.pdf,IT23-151RB-Attachment-3-Payee-Data-Form,"IFB-IT23-151RB-Attach-3-std204.pdf - Adobe License and Maintenance Renewal, IFB-IT23-151RB - IT23-151RB-Attachment-3-Payee-Data-Form",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75700.htm,"Adobe License and Maintenance Renewal, IFB-IT23-151RB",https://www.courts.ca.gov/documents/IFB-IT23-151RB-Attach-4-Small-Biz.pdf,IFB-IT23-151RB-Attach-4-Small-Biz.pdf,IT23-151RB-Attachment-4-Small-Business-Declaration,"IFB-IT23-151RB-Attach-4-Small-Biz.pdf - Adobe License and Maintenance Renewal, IFB-IT23-151RB - IT23-151RB-Attachment-4-Small-Business-Declaration",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75700.htm,"Adobe License and Maintenance Renewal, IFB-IT23-151RB",https://www.courts.ca.gov/documents/IFB-IT23-151RB-Attach-5-DVBE-Bidder-Decl.pdf,IFB-IT23-151RB-Attach-5-DVBE-Bidder-Decl.pdf,IT23-151RB-Attachment-5-DVBE-Bidder-Declaration,"IFB-IT23-151RB-Attach-5-DVBE-Bidder-Decl.pdf - Adobe License and Maintenance Renewal, IFB-IT23-151RB - IT23-151RB-Attachment-5-DVBE-Bidder-Declaration",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75700.htm,"Adobe License and Maintenance Renewal, IFB-IT23-151RB",https://www.courts.ca.gov/documents/IFB-IT23-151RB-Attach-6-DVBE-Decl.pdf,IFB-IT23-151RB-Attach-6-DVBE-Decl.pdf,IT23-151RB-Attachment-6-DVBE-Declaration,"IFB-IT23-151RB-Attach-6-DVBE-Decl.pdf - Adobe License and Maintenance Renewal, IFB-IT23-151RB - IT23-151RB-Attachment-6-DVBE-Declaration",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75700.htm,"Adobe License and Maintenance Renewal, IFB-IT23-151RB",https://www.courts.ca.gov/documents/IFB-IT23-151RB-Attach-7-Darfur.pdf,IFB-IT23-151RB-Attach-7-Darfur.pdf,IT23-151RB-Attachment-7-Darfur-Contracting,"IFB-IT23-151RB-Attach-7-Darfur.pdf - Adobe License and Maintenance Renewal, IFB-IT23-151RB - IT23-151RB-Attachment-7-Darfur-Contracting",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75700.htm,"Adobe License and Maintenance Renewal, IFB-IT23-151RB",https://www.courts.ca.gov/documents/IFB-IT23-151RB-Attach-8-Unruh.pdf,IFB-IT23-151RB-Attach-8-Unruh.pdf,IT23-151RB-Attachment-8-Unruh-and-FEHA-Certification,"IFB-IT23-151RB-Attach-8-Unruh.pdf - Adobe License and Maintenance Renewal, IFB-IT23-151RB - IT23-151RB-Attachment-8-Unruh-and-FEHA-Certification",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75700.htm,"Adobe License and Maintenance Renewal, IFB-IT23-151RB",https://www.courts.ca.gov/documents/IFB-IT23-151RB-Notice-of-Intent-to-Award.pdf,IFB-IT23-151RB-Notice-of-Intent-to-Award.pdf,Intent to Award,"IFB-IT23-151RB-Notice-of-Intent-to-Award.pdf - Adobe License and Maintenance Renewal, IFB-IT23-151RB - Intent to Award",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75719.htm,"Primary Assignment Orientation and Experienced Assigned Courses, RFP# CRS SP 399",https://www.courts.ca.gov/documents/CRS-SP-399-Attachment-1-Admin-Rules-Non-IT-Services.pdf,CRS-SP-399-Attachment-1-Admin-Rules-Non-IT-Services.pdf,Attachment 1 - Administrative Rules Governing RFPs,"CRS-SP-399-Attachment-1-Admin-Rules-Non-IT-Services.pdf - Primary Assignment Orientation and Experienced Assigned Courses, RFP# CRS SP 399 - Attachment 1 - Administrative Rules Governing RFPs",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75719.htm,"Primary Assignment Orientation and Experienced Assigned Courses, RFP# CRS SP 399",https://www.courts.ca.gov/documents/CRS-SP-399-Attachment-2-Hotel-Agreement.pdf,CRS-SP-399-Attachment-2-Hotel-Agreement.pdf,Attachment 2 - Hotel Agreement Template,"CRS-SP-399-Attachment-2-Hotel-Agreement.pdf - Primary Assignment Orientation and Experienced Assigned Courses, RFP# CRS SP 399 - Attachment 2 - Hotel Agreement Template",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75719.htm,"Primary Assignment Orientation and Experienced Assigned Courses, RFP# CRS SP 399",https://www.courts.ca.gov/documents/CRS-SP-399-Attachment-3-Vendors-Acceptance-of-the-RFPs-Contract-Terms.doc,CRS-SP-399-Attachment-3-Vendors-Acceptance-of-the-RFPs-Contract-Terms.doc,Attachment 3 - Vendors Acceptance of Terms and Conditions,"CRS-SP-399-Attachment-3-Vendors-Acceptance-of-the-RFPs-Contract-Terms.doc - Primary Assignment Orientation and Experienced Assigned Courses, RFP# CRS SP 399 - Attachment 3 - Vendors Acceptance of Terms and Conditions",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75719.htm,"Primary Assignment Orientation and Experienced Assigned Courses, RFP# CRS SP 399",https://www.courts.ca.gov/documents/CRS-SP-399-Attachment-4-Darfur-Contracting-ACT.doc,CRS-SP-399-Attachment-4-Darfur-Contracting-ACT.doc,Attachment 4 - Darfur Contracting Act Certification,"CRS-SP-399-Attachment-4-Darfur-Contracting-ACT.doc - Primary Assignment Orientation and Experienced Assigned Courses, RFP# CRS SP 399 - Attachment 4 - Darfur Contracting Act Certification",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75719.htm,"Primary Assignment Orientation and Experienced Assigned Courses, RFP# CRS SP 399",https://www.courts.ca.gov/documents/CRS-SP-399-Attachment-5-Technical-Cost-Proposal-ROOM-BLOCK.docx,CRS-SP-399-Attachment-5-Technical-Cost-Proposal-ROOM-BLOCK.docx,Attachment 5 – Submission Form for Technical and Cost Proposal,"CRS-SP-399-Attachment-5-Technical-Cost-Proposal-ROOM-BLOCK.docx - Primary Assignment Orientation and Experienced Assigned Courses, RFP# CRS SP 399 - Attachment 5 – Submission Form for Technical and Cost Proposal",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75719.htm,"Primary Assignment Orientation and Experienced Assigned Courses, RFP# CRS SP 399",https://www.courts.ca.gov/documents/CRS-SP-399-Attachment-6-Conflict-of-Interest-Certification-form.docx,CRS-SP-399-Attachment-6-Conflict-of-Interest-Certification-form.docx,Attachment 6 – Conflict of Interest Certification Form,"CRS-SP-399-Attachment-6-Conflict-of-Interest-Certification-form.docx - Primary Assignment Orientation and Experienced Assigned Courses, RFP# CRS SP 399 - Attachment 6 – Conflict of Interest Certification Form",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75719.htm,"Primary Assignment Orientation and Experienced Assigned Courses, RFP# CRS SP 399",https://www.courts.ca.gov/documents/CRS-SP-399-Intent-to-Award.pdf,CRS-SP-399-Intent-to-Award.pdf,Intent to Award,"CRS-SP-399-Intent-to-Award.pdf - Primary Assignment Orientation and Experienced Assigned Courses, RFP# CRS SP 399 - Intent to Award",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75719.htm,"Primary Assignment Orientation and Experienced Assigned Courses, RFP# CRS SP 399",https://www.courts.ca.gov/documents/CRS-SP-399-RFP-Hotel-ROOMBLOCK.pdf,CRS-SP-399-RFP-Hotel-ROOMBLOCK.pdf,Request for Proposal,"CRS-SP-399-RFP-Hotel-ROOMBLOCK.pdf - Primary Assignment Orientation and Experienced Assigned Courses, RFP# CRS SP 399 - Request for Proposal",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75721.htm,Presiding Judge/Court Executive Officer Court Management Institute RFP# CRS AK 405,https://www.courts.ca.gov/documents/CRS-AK-405-Attachment-1-Admin-Rules-Non-IT-Services.pdf,CRS-AK-405-Attachment-1-Admin-Rules-Non-IT-Services.pdf,Attachment 1 – Administrative Rules Governing RFPs,CRS-AK-405-Attachment-1-Admin-Rules-Non-IT-Services.pdf - Presiding Judge/Court Executive Officer Court Management Institute RFP# CRS AK 405 - Attachment 1 – Administrative Rules Governing RFPs,2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75721.htm,Presiding Judge/Court Executive Officer Court Management Institute RFP# CRS AK 405,https://www.courts.ca.gov/documents/CRS-AK-405-Attachment-2-JCC-Standard-terms-and-conditions.pdf,CRS-AK-405-Attachment-2-JCC-Standard-terms-and-conditions.pdf,Attachment 2 – Hotel Agreement Template,CRS-AK-405-Attachment-2-JCC-Standard-terms-and-conditions.pdf - Presiding Judge/Court Executive Officer Court Management Institute RFP# CRS AK 405 - Attachment 2 – Hotel Agreement Template,2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75721.htm,Presiding Judge/Court Executive Officer Court Management Institute RFP# CRS AK 405,https://www.courts.ca.gov/documents/CRS-AK-405-Attachment-3-Vendors-Acceptance-of-the-RFPs-Contract-Terms.pdf,CRS-AK-405-Attachment-3-Vendors-Acceptance-of-the-RFPs-Contract-Terms.pdf,Attachment 3 – Vendors Acceptance of Terms and Conditions,CRS-AK-405-Attachment-3-Vendors-Acceptance-of-the-RFPs-Contract-Terms.pdf - Presiding Judge/Court Executive Officer Court Management Institute RFP# CRS AK 405 - Attachment 3 – Vendors Acceptance of Terms and Conditions,2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75721.htm,Presiding Judge/Court Executive Officer Court Management Institute RFP# CRS AK 405,https://www.courts.ca.gov/documents/CRS-AK-405-Attachment-4-Darfur-Contracting-ACT.pdf,CRS-AK-405-Attachment-4-Darfur-Contracting-ACT.pdf,Attachment 4 – Darfur Contracting Act Certification,CRS-AK-405-Attachment-4-Darfur-Contracting-ACT.pdf - Presiding Judge/Court Executive Officer Court Management Institute RFP# CRS AK 405 - Attachment 4 – Darfur Contracting Act Certification,2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75721.htm,Presiding Judge/Court Executive Officer Court Management Institute RFP# CRS AK 405,https://www.courts.ca.gov/documents/CRS-AK-405-Attachment-5-Technical-Cost-Proposal.docx,CRS-AK-405-Attachment-5-Technical-Cost-Proposal.docx,Attachment 5 – Submission Form for Technical and Cost Proposal,CRS-AK-405-Attachment-5-Technical-Cost-Proposal.docx - Presiding Judge/Court Executive Officer Court Management Institute RFP# CRS AK 405 - Attachment 5 – Submission Form for Technical and Cost Proposal,2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75721.htm,Presiding Judge/Court Executive Officer Court Management Institute RFP# CRS AK 405,https://www.courts.ca.gov/documents/CRS-AK-405-Attachment-6-Conflict-of-Interest-Certification-form.pdf,CRS-AK-405-Attachment-6-Conflict-of-Interest-Certification-form.pdf,Attachment 6 – Conflict of Interest Certification Form,CRS-AK-405-Attachment-6-Conflict-of-Interest-Certification-form.pdf - Presiding Judge/Court Executive Officer Court Management Institute RFP# CRS AK 405 - Attachment 6 – Conflict of Interest Certification Form,2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75721.htm,Presiding Judge/Court Executive Officer Court Management Institute RFP# CRS AK 405,https://www.courts.ca.gov/documents/CRS-AK-405-Attachment-RFP-Hotel-FULL-SERVICE-amended-6.28.23.pdf,CRS-AK-405-Attachment-RFP-Hotel-FULL-SERVICE-amended-6.28.23.pdf,Request for Proposal,CRS-AK-405-Attachment-RFP-Hotel-FULL-SERVICE-amended-6.28.23.pdf - Presiding Judge/Court Executive Officer Court Management Institute RFP# CRS AK 405 - Request for Proposal,2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75721.htm,Presiding Judge/Court Executive Officer Court Management Institute RFP# CRS AK 405,https://www.courts.ca.gov/documents/CRS-AK-405-Intent-to-Award.pdf,CRS-AK-405-Intent-to-Award.pdf,Intent to Award,CRS-AK-405-Intent-to-Award.pdf - Presiding Judge/Court Executive Officer Court Management Institute RFP# CRS AK 405 - Intent to Award,2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75724.htm,Court Clerk Training Institute RFP# CRS SP 400,https://www.courts.ca.gov/documents/CRS-SP-400-Attachment-1-Admin-Rules-Non-IT-Services.pdf,CRS-SP-400-Attachment-1-Admin-Rules-Non-IT-Services.pdf,Administrative Rules Governing RFPs,CRS-SP-400-Attachment-1-Admin-Rules-Non-IT-Services.pdf - Court Clerk Training Institute RFP# CRS SP 400 - Administrative Rules Governing RFPs,2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75724.htm,Court Clerk Training Institute RFP# CRS SP 400,https://www.courts.ca.gov/documents/CRS-SP-400-Attachment-2-JCC-Hotel-Agreement-Template.pdf,CRS-SP-400-Attachment-2-JCC-Hotel-Agreement-Template.pdf,Hotel Agreement Template,CRS-SP-400-Attachment-2-JCC-Hotel-Agreement-Template.pdf - Court Clerk Training Institute RFP# CRS SP 400 - Hotel Agreement Template,2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75724.htm,Court Clerk Training Institute RFP# CRS SP 400,https://www.courts.ca.gov/documents/CRS-SP-400-Attachment-3-Vendors-Acceptance-of-the-RFPs-Contract-Terms.doc,CRS-SP-400-Attachment-3-Vendors-Acceptance-of-the-RFPs-Contract-Terms.doc,Vendors Acceptance of Terms and Conditions,CRS-SP-400-Attachment-3-Vendors-Acceptance-of-the-RFPs-Contract-Terms.doc - Court Clerk Training Institute RFP# CRS SP 400 - Vendors Acceptance of Terms and Conditions,2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75724.htm,Court Clerk Training Institute RFP# CRS SP 400,https://www.courts.ca.gov/documents/CRS-SP-400-Attachment-4-Darfur-Contracting-ACT.doc,CRS-SP-400-Attachment-4-Darfur-Contracting-ACT.doc,Darfur Contracting Act Certification,CRS-SP-400-Attachment-4-Darfur-Contracting-ACT.doc - Court Clerk Training Institute RFP# CRS SP 400 - Darfur Contracting Act Certification,2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75724.htm,Court Clerk Training Institute RFP# CRS SP 400,https://www.courts.ca.gov/documents/CRS-SP-400-Attachment-5-Technical-Cost-Proposal-ROOM-BLOCK.docx,CRS-SP-400-Attachment-5-Technical-Cost-Proposal-ROOM-BLOCK.docx,Submission Form for Technical and Cost Proposal,CRS-SP-400-Attachment-5-Technical-Cost-Proposal-ROOM-BLOCK.docx - Court Clerk Training Institute RFP# CRS SP 400 - Submission Form for Technical and Cost Proposal,2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75724.htm,Court Clerk Training Institute RFP# CRS SP 400,https://www.courts.ca.gov/documents/CRS-SP-400-Attachment-6-Conflict-of-Interest-Certification-form.docx,CRS-SP-400-Attachment-6-Conflict-of-Interest-Certification-form.docx,Conflict of Interest Certification Form,CRS-SP-400-Attachment-6-Conflict-of-Interest-Certification-form.docx - Court Clerk Training Institute RFP# CRS SP 400 - Conflict of Interest Certification Form,2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75724.htm,Court Clerk Training Institute RFP# CRS SP 400,https://www.courts.ca.gov/documents/CRS-SP-400-Intent-to-Award.pdf,CRS-SP-400-Intent-to-Award.pdf,Notice of Intent to Award,CRS-SP-400-Intent-to-Award.pdf - Court Clerk Training Institute RFP# CRS SP 400 - Notice of Intent to Award,2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75724.htm,Court Clerk Training Institute RFP# CRS SP 400,https://www.courts.ca.gov/documents/CRS-SP-400-RFP-Hotel-ROOM-BLOCK.pdf,CRS-SP-400-RFP-Hotel-ROOM-BLOCK.pdf,Request for Proposal,CRS-SP-400-RFP-Hotel-ROOM-BLOCK.pdf - Court Clerk Training Institute RFP# CRS SP 400 - Request for Proposal,2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75766.htm,"Updating Civil Proceedings Benchbooks, RFP# CJER-2023-07-LV",https://www.courts.ca.gov/documents/Cancellation-Notice-CJER-2023-07-LV.pdf,Cancellation-Notice-CJER-2023-07-LV.pdf,Notice of Cancellation,"Cancellation-Notice-CJER-2023-07-LV.pdf - Updating Civil Proceedings Benchbooks, RFP# CJER-2023-07-LV - Notice of Cancellation",2023,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/75766.htm,"Updating Civil Proceedings Benchbooks, RFP# CJER-2023-07-LV",https://www.courts.ca.gov/documents/CJER-2023-07-LV-Attachment-1-Administrative-Rules-Governing-RFPS.docx,CJER-2023-07-LV-Attachment-1-Administrative-Rules-Governing-RFPS.docx,Attachment 1,"CJER-2023-07-LV-Attachment-1-Administrative-Rules-Governing-RFPS.docx - Updating Civil Proceedings Benchbooks, RFP# CJER-2023-07-LV - Attachment 1",2023,Request (RFP) document,Request (RFP),
